,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
29,카페아투,4.58,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200210_297%2F1581315396324CjI0h_JPEG%2FhNAnCfvwxsX2zJHLYmuOH3Gh.jpeg.jpg,151,9,5,4,9.1
32,찌지미,4.28,,74,9,3,4,8.76
33,맛나감자탕 신평점,4.42,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201003_191%2F1601719525251amd8o_JPEG%2FMBiJ97_-pXNjOQb3t7Buxv0J.jpeg.jpg,498,44,8,6,9.16
34,맘스터치 하단가락점,4.27,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210222_135%2F1613961758118sCz07_PNG%2FuRWGvOFJAoz3v7SmWWCEWFjx.PNG.png,336,13,7,4,8.83
35,춘하추동 소문난 밀면,4.39,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210323_13%2F1616495458094xGwt3_JPEG%2FD_tmY8B-SBFOWl8dXlRGqIQD.jpg,99,3,4,1,8.65
36,텐퍼센트커피 신평점,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210121_274%2F1611156194071lLibg_JPEG%2FhQjef-jZdrxVSiMRwXDXpX4d.jpeg.jpg,197,4,6,2,8.95
38,솔롱고스,4.83,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191217_287%2F1576589165452c1BdW_JPEG%2Feo6khV4Cf9LlO9Ql3A0kKWp8.jpg,51,11,2,4,9.29
39,신평김밥만두천국,4.26,,225,2,6,0,8.48
40,컴포즈커피 신평점,4.45,,364,1,8,0,8.71
41,뭉탱이 신평점,4.42,,35,8,1,3,8.78
42,프롬슈가비,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220508_135%2F1652009815470EGxg7_JPEG%2F319BAE89-A522-447E-9589-5F4630F952AB.jpeg,63,45,3,6,9.12
43,칠성돌곱창,4.37,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191202_232%2F1575249138274WorXp_JPEG%2F5_lS7d9shD-97XFYzYmeUAXa.jpg,65,30,3,5,8.93
44,샐리샌드,4.77,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211208_125%2F1638939096566HcNQq_JPEG%2F1638938757525.jpg,73,26,3,5,9.33
45,땅땅치킨 신평점,4.41,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220705_200%2F1656995766997xbIyK_PNG%2F220615_________________________________________________________.png,52,2,2,0,8.55
47,한방남원추어탕,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190609_51%2F1560057613965f5vP4_JPEG%2F9FQm4x8WBgYsTYacQEQ3Jtp8.jpg,104,33,4,5,9.04
49,냉삼집 신평점,4.31,,113,24,4,5,8.89
50,한솥도시락 신평하남초등학교앞점,4.34,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220416_115%2F1650107856255tpU24_JPEG%2F20220416_171802.jpg,159,1,5,0,8.54
51,더벤티 신평역점,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_94%2F1592362308610bnDTF_JPEG%2FguxhSS81pQo8vNapEfQwT65_.jpg,296,9,7,4,9.04
52,피자비토랩하단직영점,4.56,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171017_200%2F150818398423104UE2_JPEG%2FyMjy79ks9RX_As70_muI89Tm.jpg,97,57,4,6,9.22
53,니하오,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190820_33%2F1566286366198c5dHj_JPEG%2Fw1K5hFRPtAEALi_qKWD3VUgP.jpg,111,4,4,2,8.91
54,춘천닭갈비 신평점,4.05,,78,9,3,4,8.53
55,착한커피샵신평점,4.58,,38,3,1,1,8.78
56,카페051 신평역점,4.38,,193,3,6,1,8.68
57,쪽쪽갈비,4.49,,100,36,4,6,9.15
58,봉구스밥버거 신평점,4.4,,96,5,4,2,8.74
59,민속보쌈밀면전문점,4.44,,176,14,5,4,8.96
60,남해횟집신평본점,4.42,,153,17,5,5,9.02
62,부라보맥주 신평점,4.88,,34,12,1,4,9.32
63,롯데리아 신평탑마트점,4.29,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191231_139%2F15777918419061xIf4_JPEG%2F6gV8SwCtAeU1zYWyeaVSAaZy.jpg,428,8,8,3,8.79
65,그집그닭,4.65,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191201_7%2F15751990602315Ceko_JPEG%2F3nrI_VsJEkUFZqwdjTwVdzVy.jpg,48,5,2,2,8.95
66,맘스김밥,4.34,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190609_154%2F1560058443438U8eMx_JPEG%2F48OWwicrIuJJ0E-A4xbWzz5L.jpg,256,7,7,3,8.82
67,쓰리몽키즈,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190920_39%2F1568962796097N8V5R_JPEG%2FcuEN75UoyXOFrFU3DlyMBhoG.jpg,29,4,0,2,8.74
69,엄마선지국밥,4.58,,204,5,6,2,8.96
70,생문어대가리 신평점,4.42,,40,15,2,5,8.96
71,바다뚜껑여는집,4.27,,43,24,2,5,8.81
72,구포국수전문점,4.55,,79,13,4,4,9.05
74,김해시락국밥신평점,4.44,,114,8,4,3,8.86
75,요꼬미,4.63,,38,8,1,3,8.99
76,미락아구찜,4.41,,66,3,3,1,8.65
77,전주콩나루콩나물국밥 신평점,4.6,,132,7,5,3,9.04
78,꿀꿀이왕국,4.45,,101,12,4,4,8.95
79,미친막창,4.53,,32,27,1,5,9.05
81,개성녹각삼계탕사하점,4.21,,40,2,2,0,8.35
82,옛날통닭,4.37,,46,1,2,0,8.51
83,블루베어커피,5.0,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211108_38%2F1636362240786EKqUK_JPEG%2F2Fa1ygWSEZ4ovkO3XxpGEcsC.jpg,30,1,1,0,9.12
84,역전화로구이,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170110_29%2F1484021757224sMAFl_JPEG%2F186060534575.jpg,60,21,2,5,9.01
85,진미영양돌솥밥,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190606_159%2F1559800363600TV6C4_JPEG%2FcAd3uSZ9lViMzFC00JwDMtP3.jpg,78,12,4,4,8.83
88,치킨플러스 부산새신평점,4.31,,28,5,0,3,8.65
89,하삼동커피 신평역점,4.41,,288,1,7,0,8.65
92,김해통닭 신평점,4.25,,58,4,2,2,8.55
93,지코바치킨 신평1호점,4.5,,23,2,0,1,8.68
94,옛날통닭,4.53,,42,2,2,1,8.75
95,더치엔커피,4.67,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170714_175%2F1500032514180AqAQG_JPEG%2F186664607173129_0.jpeg,33,4,1,2,8.95
97,수미네곱창전골,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210824_154%2F1629793669452oMnkC_JPEG%2FwK4Zp3BvMA_-2UswqkTdNn7m.jpg,36,3,1,1,8.7
98,뭉쳐,4.39,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200318_127%2F1584541514600ysPHK_JPEG%2FPhoaU1KxTtKi5g-KGnNREW_G.jpg,31,5,1,3,8.75
100,하기연진주냉면,4.28,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200208_250%2F1581130287608D4agV_JPEG%2FgKLERIgCXHpp9uZjFvz5E-ef.jpg,1581,390,9,9,9.28
101,루아빈카페,4.24,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190601_281%2F1559366333574tieV7_JPEG%2F9WrJEyc8IrMpX8QRjNAO26QL.jpg,48,34,2,6,8.86
103,도원,4.9,,13,1,0,0,9.0
104,파리바게뜨 가락타운점,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_298%2F1649837866140p0hRF_PNG%2Fimage.png,1013,1,9,0,8.66
105,깡통갈비 신평점,4.49,,125,16,5,5,9.09
106,K스시참치,4.5,,23,2,0,1,8.68
107,싱싱시장활어도매,4.04,,74,1,3,0,8.2
108,카페그루잠,4.86,,63,14,3,5,9.42
110,투다리 새신평점,4.85,,36,3,1,1,9.05
111,맥시칸치킨 새신평점,4.5,,10,3,0,1,8.68
114,돼지불백김치찌개,4.33,,157,11,5,4,8.85
115,동원장수촌,4.34,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181002_18%2F1538462565456qyibD_JPEG%2F5eH7cLOIHXSGRhSxfUAxWYlo.JPG.jpg,799,328,9,9,9.34
116,보정참숯갈비,4.41,,181,22,6,5,9.03
117,복성반점,4.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150925_50%2F1443160973612HurRY_JPEG%2F166875553270187_0.jpg,1257,739,9,9,9.25
118,영주복국,4.26,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190606_114%2F1559801111851RgFqq_JPEG%2FIvgzOU97S7akRqKI1opywTzW.jpg,67,4,3,2,8.58
121,진영소머리곰국,4.24,,47,6,2,3,8.62
124,모베럴카페,4.44,,74,5,3,3,8.84
125,착한산오징어 신평점,4.46,,76,7,3,3,8.86
127,원향루,4.66,,28,2,0,1,8.84
129,보물섬남해,4.43,,61,6,3,3,8.83
130,커피홀릭,4.43,,58,4,2,2,8.73
133,벨루떼,4.9,,17,1,0,0,9.0
136,흑돼지오빠,4.29,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190624_10%2F15613687642622oQJn_JPEG%2F8WaIFfKw8uSTnO7PzrahdSYU.jpg,23,5,0,3,8.63
140,신평622,4.18,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190609_11%2F1560057534708uogKD_JPEG%2F_VRo04mwYP0oqtXn87rNUYcW.jpg,36,3,1,1,8.38
142,죽로돼지국밥,4.45,,19,4,0,2,8.71
143,CAFE ATO,4.45,,11,3,0,1,8.63
144,용구비어 신평점,4.24,,60,1,3,0,8.4
146,오륙도장어해물장터 신평점,4.6,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191202_129%2F1575254947076RSy1p_JPEG%2FKNLPLReh2zMNGbvysUVu8xUH.jpg,38,8,1,4,9.04
148,비엔나제과점,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190606_180%2F1559801792813DKKoM_JPEG%2FIqXkUAY86l9A1kNFb14C9F0j.jpg,27,1,0,0,8.46
154,동주숯불구이막국수,4.3,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_230%2F154682910368938T8H_JPEG%2FeGqTfyPLyhSHvWtimD9-SfMP.jpg,51,1,2,0,8.44
157,목구멍 하단점,4.6,,558,370,8,9,9.58
162,카페플랜트370,4.44,,792,305,9,9,9.44
164,헬로갈비 신평본점,4.27,,40,5,2,3,8.65
165,오뎅양꼬치,4.31,,26,3,0,1,8.49
167,조영란동래삼계탕,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190525_198%2F15587648555785MmE5_JPEG%2FGZkQ9e1BCQE4Uyh_va_cflme.jpg,388,186,8,8,9.4
168,누아키친,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220510_230%2F1652167393423gOe0h_JPEG%2FKakaoTalk_20220505_111802005.jpg,211,95,6,7,9.31
169,돈장군,4.56,,23,1,0,0,8.66
170,진스시,4.61,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220326_217%2F1648275474074iuC7i_JPEG%2F1648273095044.jpg,121,88,5,7,9.37
173,올타미스터스시 하단점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200714_47%2F1594704997520MSU4L_JPEG%2FHtvIwwVlfjF3rbH_orWxH1Ae.jpg,853,364,9,9,9.45
176,휴카페,4.25,,424,3,8,1,8.59
181,불스떡볶이 하단가락점,4.48,,35,2,1,1,8.68
182,교동면옥 부산하단점,4.4,,853,141,9,8,9.32
183,창원북면막걸리신평점,4.4,,15,1,0,0,8.5
185,구포국수 탑마트신평점,4.33,,73,7,3,3,8.73
191,자갈마당,4.3,,30,3,1,2,8.58
193,효탄,4.56,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220117_55%2F1642427831448xrDPN_PNG%2F%25C8%25BF%25C5%25BA%25B7%25CE%25B0%25ED-4.png,180,155,5,8,9.4
194,우적 하단점,4.78,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210113_142%2F1610525122484WrTTf_JPEG%2FYfbzl3mlCSdnIgMNoZtLAMjt.jpg,203,98,6,7,9.56
196,육간명가,4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191122_113%2F1574401813468ntzF9_JPEG%2FFPa99yB6e1Cq3Sj0Cm2X9OBs.jpg,247,200,7,8,9.2
202,마리스 수제케이크,4.83,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220427_215%2F165105946677074Nlk_JPEG%2F1648291792502.jpg,18,60,0,6,9.41
207,아논,4.67,,416,130,8,8,9.57
209,식당3선 당리점,4.34,,1582,265,9,9,9.34
213,하단만족,4.45,,303,272,7,9,9.41
215,브라운박스커피,4.55,,463,150,8,8,9.45
221,부산삼겹살 하단본점,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190714_98%2F1563067024956tYx5q_JPEG%2F9q4T7zQSkBlgDqiA1kyqFUmr.jpg,256,147,7,8,9.39
222,하단 산수갑산 숯불갈비,4.42,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210206_129%2F1612538954541uW32c_JPEG%2FywUlPMexwe9otI00T9ASqmVU.jpeg.jpg,536,126,8,8,9.32
225,쉬림핀,4.98,,97,33,4,6,9.64
226,한강,4.69,,29,11,1,4,9.13
231,동해옥함흥냉면 수제순대,4.38,,365,230,8,9,9.36
243,천지를먹다,4.93,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220128_280%2F16433358253810rVVT_JPEG%2F%25C0%25B0%25C8%25B8%25B9%25B0%25C8%25B8.jpg,474,66,8,7,9.75
248,오거리밀면,4.39,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200601_272%2F1590979822316Hvp6D_JPEG%2FmNTFiXTteRwHYOLfpJBPSYCI.jpg,402,55,8,6,9.13
259,복어나라,4.24,,107,150,4,8,9.06
261,아웃백스테이크하우스 부산하단점,4.46,,3783,430,9,9,9.46
266,유메,4.59,,204,52,6,6,9.29
267,오사카,4.58,,801,459,9,9,9.58
269,꽃마름 부산하단역점,4.48,,1190,176,9,8,9.4
271,소울레터커피컴퍼니,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171216_274%2F15133872719121krTI_PNG%2FkmxAf4_Odwokh-ICelEbQjrv.png,215,256,6,9,9.51
273,365꼬막정찬,4.23,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191224_252%2F1577150581925kz4nf_JPEG%2FZrDsLUSQ9Y4VAHWz4qDR7xWr.jpg,441,142,8,8,9.13
276,올데이샌드,4.97,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220311_101%2F1646994676777b6PU6_JPEG%2F4DEC2AEA-4438-4AB7-A23D-D5E1618BD5DA.jpeg,60,40,3,6,9.61
277,정성순대 하단점,4.68,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220330_148%2F1648626366436mYVVW_JPEG%2FKakaoTalk_20220330_163452466.jpg,160,60,5,7,9.44
280,아사,4.71,,194,251,6,9,9.65
281,대가면옥,4.5,,525,73,8,7,9.32
282,해주냉면,4.36,,585,192,9,8,9.28
284,숙성고 통삼겹무한리필,4.42,,89,106,4,7,9.16
285,오공떵번,4.6,,315,84,7,7,9.4
286,영광양대창,4.5,,28,58,0,6,9.08
287,길짜장,4.47,,358,86,7,7,9.27
289,톤보,4.89,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200530_189%2F15907980558398Pjuw_JPEG%2Fn1O4aeFT2Uy-Ay8taSeAIM3e.jpg,238,210,6,9,9.83
290,신라삼계탕,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200215_219%2F1581741587502Aalnl_JPEG%2FCg_hWXSkWMJRQ77yeNpWWxll.jpg,239,48,7,6,9.05
291,니뽕내뽕 아트몰링하단점,4.43,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220418_277%2F1650257346973R0sxr_JPEG%2Fcommon.jpeg,249,60,7,7,9.23
293,늘솜,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160120_250%2F1453258025281rWqJY_JPEG%2F176064413847931_0.jpeg,324,136,7,8,9.34
294,주왕산삼계탕 장림점,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191207_148%2F1575687224609tFqXX_JPEG%2FBpzQKi3b0C33Rvx3_O48kCaP.jpg,355,27,7,5,9.15
295,70연탄 하단점,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210625_201%2F1624594852022AUWlL_JPEG%2FDDBA2KdP5Yq9SfBgQv9x1NEv.JPG.jpg,124,204,5,9,9.45
296,더진국수육국밥 하단점,4.43,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200403_39%2F15858742040809lkmH_PNG%2FzM-pZZ4f3MsAlA8Dv6IsIA8k.PNG.png,371,119,8,7,9.25
297,하남돼지집 부산하단점,4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170105_114%2F1483605026377NzSmT_JPEG%2F186055576045363_0.jpeg,247,348,7,9,9.28
298,전국밀면,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220308_245%2F1646683299153mA7as_JPEG%2FScreenshot_20220307-151049_NAVER.jpg,133,32,5,5,9.13
