,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
233,양평칼국수 본점,4.41,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210731_260%2F1627690450286BJ3nr_JPEG%2FcRMAFOgbg2fRuJiRtZ4k40FY.jpeg.jpg,372,65,8,7,9.23
246,정동진,4.12,,20,1,0,1,8.3
248,다대연일회센타,4.55,,40,1,2,1,8.77
271,해풍코다리,4.43,,1113,111,9,8,9.35
272,다대포버들집바지락해물칼국수,4.35,,619,140,9,9,9.35
276,달테이블 부산다대포점,4.39,,368,104,8,8,9.29
277,백두봉삼계탕,4.33,,400,57,8,7,9.15
280,가온밀면 다대포점,4.29,,452,167,8,9,9.27
282,블루샥 다대포점,4.56,,272,128,8,9,9.54
283,자연산조개&삼겹구이,4.34,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160717_204%2F1468681604512ArQGF_JPEG%2F176667403661792_0.jpeg,118,103,6,8,9.2
285,미스터스시다대낫개,4.34,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181212_103%2F1544605985498OCITc_JPEG%2FZepM4UdqRCzKdKcgSpw0o27G.jpg,332,116,8,8,9.24
286,미미루,4.28,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170524_234%2F1495586080661Rt8NR_JPEG%2F_.jpg,232,72,7,7,9.08
287,버드나무횟집,4.49,,123,33,6,6,9.19
291,스타벅스 다대포비치점,4.47,,2538,93,9,8,9.39
292,일레븐 비스트로,4.38,,209,240,7,9,9.34
293,다대포생선가게,4.48,,231,52,7,7,9.28
294,능이고을,4.45,,286,49,8,7,9.27
295,투썸플레이스 몰운대점,4.49,,1648,64,9,7,9.33
296,삼도축산,4.57,,99,40,5,6,9.25
297,포항횟집,4.13,,79,30,4,6,8.79
298,다오리장어구이,4.52,,90,16,4,5,9.1
299,설빙 다대포해수욕장점,4.41,,306,44,8,7,9.23
