,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
33,배스킨라빈스 부산다대포2점,4.36,,1082,16,9,4,8.96
34,엄지양곱창,4.6,,34,8,1,2,8.88
35,대나무향숯불구이 & 할매손충무김밥,4.39,,49,114,2,9,9.25
36,고래사어묵 오늘 다대포점,4.29,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200520_87%2F1589945022288k5rVG_JPEG%2FaJzktfYAQx0sMskI_YwQXxFW.jpg,81,3,4,1,8.55
37,롯데리아 부산다대포점,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180104_96%2F15150523262028yOrY_JPEG%2F0QKoJNglSvneD2EcvmkhEvJP.jpg,941,17,9,5,9.06
38,할매집,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220601_243%2F16540417000889ofDt_JPEG%2F1654041675034.jpg,519,408,9,9,9.36
39,장수촌24시순대돼지국밥,4.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200529_248%2F1590704938815rWAzP_JPEG%2F6tkjBlxcHtepayF3qRH5zVs5.jpg,166,24,6,6,8.95
40,초밥집,5.0,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201125_296%2F1606307345141infaX_JPEG%2FGX0kjyV_mV9M5fwtaxKCK8ct.jpg,14,4,0,1,9.18
41,이창명의자장면시키신분 다대1호점,4.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171107_240%2F1510013071872OSvBr_JPEG%2FLbuJVtNO-GV3pxjnP2l5m8Ln.jpg,91,2,4,0,8.43
42,김밥천국다대점,4.33,,350,8,8,3,8.83
43,다대한우고집,4.51,,96,8,4,3,8.93
44,고구려짬뽕10101 다대점,4.61,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201125_10%2F1606275440095AbvBa_JPEG%2FELpk8KoPMRGOmV1rHIab5tgU.jpg,59,12,2,4,9.07
45,청마루,4.3,,160,20,6,5,8.92
46,김밥일번지다대점,4.16,,109,3,5,1,8.44
47,고니짬뽕 다대점,4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210916_16%2F1631765726413eco5R_JPEG%2F13SsNWg5rHB3TxZBCcUpi0U1.jpg,86,14,4,4,8.82
48,뱅가,4.49,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190203_9%2F15491236066072NOJz_JPEG%2FqqpXRTcdmonw_jrTFnkaRsCc.jpeg.jpg,541,428,9,9,9.49
49,이디야커피 다대포점,4.42,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg,209,4,7,1,8.74
50,오븐에꾸운닭 다대포점,4.49,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220608_75%2F165465399457928Ep3_JPEG%2F%25BF%25C0%25B2%25D9%25B4%25DF-%25BA%25EA%25B7%25A3%25B5%25E5%25B0%25FC-%25B7%25CE%25B0%25ED.jpg,200,13,7,4,9.05
51,정항우케익 다대포역점,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200624_74%2F15929623885847AqxE_JPEG%2F%25B4%25D9%25B4%25EB%25C6%25F7_1.jpg,107,2,5,0,8.68
52,팡카츠,4.35,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171107_176%2F1510016418097VGqAG_JPEG%2FwbNoCr3cz_PKCNjFRRArWJ26.jpg,37,6,1,2,8.63
53,파리바게뜨 부산몰운대점,4.34,,729,5,9,2,8.78
54,장충당 부산다대포점,4.43,,32,9,1,3,8.79
55,녹두랑 전이랑,4.28,,86,2,4,0,8.46
58,후딱,4.32,,14,8,0,3,8.66
59,더벤티 다대포점,4.79,,189,1,6,0,9.01
61,이쯔모 다대포,4.5,,20,9,0,3,8.84
62,이지요661,4.38,,1316,757,9,9,9.38
64,오드이븐 다대포점,4.48,,1343,406,9,9,9.48
66,츄러스1500 다대포점,4.55,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210517_257%2F1621225695103EkUPg_JPEG%2FmsD2byX6a2Uo8WsYAvx8idwR.jpg,303,24,8,6,9.29
67,쥬씨 다대포점,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180104_292%2F15150524001227dahy_JPEG%2FraBm0KzcvCaaL-j4RMbeD76N.jpg,492,3,8,1,8.87
69,진짜배기,4.47,,61,7,2,2,8.77
70,빵천동만나찹쌀꽈배기&응응스크르 부산다대점,4.44,,474,1,8,0,8.7
71,봉자실비,4.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191212_253%2F1576144963018KwYxe_JPEG%2FbRMpRxdOgPjnEWvqX4Vq_MC4.jpg,14,2,0,0,8.35
72,커피에반하다 부산다대포점,4.59,,148,5,6,2,8.97
73,타쿠퓨전포차,4.3,,29,3,1,1,8.5
74,백두산,4.36,,603,73,9,8,9.28
75,봉평산골메밀언덕감자고개,4.49,,59,6,2,2,8.79
80,봉구비어 다대포점,4.45,,68,14,3,4,8.93
81,황소양곱창,4.61,,31,4,1,1,8.81
88,다대포버들집바지락해물칼국수,4.35,,619,140,9,9,9.35
98,홉스피제리아 다대포점,4.57,,722,208,9,9,9.57
100,팔팔포차,4.42,,23,1,1,0,8.54
102,버드나무횟집,4.49,,123,33,5,6,9.17
104,포항횟집,4.13,,79,30,3,6,8.77
109,원조 불타는 조개구이,4.11,,90,33,4,6,8.77
110,까치생숯불구이,4.33,,222,158,7,9,9.29
111,다대336장작구이,4.46,,215,121,7,9,9.42
115,투썸플레이스 몰운대점,4.49,,1648,64,9,8,9.41
122,오븐마루치킨 다대점,4.49,,65,18,3,5,9.05
124,미미루,4.28,,232,72,7,8,9.16
132,행복을 짓는 수향촌밥상,4.47,,1034,79,9,8,9.39
135,밀박사,4.66,,69,10,3,3,9.06
136,도도커피,4.88,,18,26,0,6,9.46
137,할리스 부산다대포전망대점,4.42,,222,46,7,7,9.22
138,문토스트 다대포점,4.41,,1521,116,9,9,9.41
139,90칼로리 프로틴 카페,5.0,,22,8,0,3,9.34
140,통영산꼼장어,4.4,,49,8,2,3,8.78
141,모두의짬뽕 다대점,4.43,,165,23,6,6,9.13
142,505 RESTAURANT,4.46,,212,105,7,9,9.42
143,영배다방,4.75,,44,75,2,8,9.53
144,바닷가수산시장,4.33,,100,60,4,8,9.15
145,정원오리촌 다대직영점,4.49,,215,33,7,6,9.21
146,김해횟집,4.11,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_270%2F1441004770760yzoWr_JPEG%2F106866558057975_3.jpg,98,17,4,5,8.69
147,대명오리불고기,4.49,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_75%2F1441020727738b0q8P_JPEG%2F116175568724995_0.jpg,240,83,7,8,9.37
148,50년전통가마솥추어탕,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190204_112%2F1549259352708OTppL_JPEG%2FS_pd-t1sS65t-WhcUgBhiKPZ.jpg,208,29,7,6,9.05
149,장터촌두부,4.54,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180503_40%2F1525329305676pO7o4_JPEG%2FhBM730qGOd_MMPf1GcUYS9GI.jpg,199,26,7,6,9.26
150,해신원,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220220_17%2F1645349175081nNo1A_JPEG%2Fimage-4657520703470235363.jpg,44,47,2,7,9.2
151,다대포원조해물칼국수,4.24,,355,71,8,8,9.14
152,카페다대포여기,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191224_53%2F1577155523025LVtUc_JPEG%2F_1BpbNlZXvIbkQSqGhfRAyVq.jpeg.jpg,247,147,8,9,9.44
153,사하단팥빵 부산본점,4.51,,739,25,9,6,9.27
154,부산산곰장어,4.4,,91,63,4,8,9.22
155,투프렌즈,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210710_277%2F1625909427275ipQNa_JPEG%2F0ls3rJIAsLHL8OdCsIiNMCUx.jpg,34,22,1,5,8.92
157,썬업 다이브,4.54,,107,120,5,9,9.46
158,아토샐러드,4.4,,53,39,2,7,9.1
159,스타벅스 다대포DT점,4.46,,1839,41,9,7,9.3
160,서로,4.61,,53,11,2,4,9.07
161,도야족발 다대포점,4.49,,99,7,4,2,8.83
163,안단테,4.58,,20,32,0,6,9.16
164,장터할매 돼지국밥,4.43,,138,10,5,3,8.87
165,다대생아구찜,4.41,,143,12,5,4,8.93
166,다대본동가야밀면,4.38,,111,12,5,4,8.9
169,맥도날드 부산다대DT,4.47,,3737,43,9,7,9.31
170,동명돼지국밥,4.35,,220,21,7,5,8.99
171,한우애가,4.47,,75,33,3,7,9.19
174,일성횟집,4.75,,15,10,0,3,9.09
175,다대횟집,4.52,,100,12,4,4,9.02
176,컴포즈커피 다대포몰운대점,4.29,,234,7,7,2,8.69
177,성림횟집,4.02,,43,8,2,3,8.4
180,삼미분식,3.79,,32,10,1,3,8.15
181,바른치킨 부산다대포점,4.45,,118,21,5,5,9.05
182,주례축산 다대본점,4.57,,91,12,4,4,9.07
183,해풍코다리,4.43,,1113,111,9,9,9.43
184,옥천숯불구이,4.38,,36,9,1,3,8.74
185,띠띠빵빵 초밥,4.71,,96,16,4,4,9.21
186,황홀한족발,4.86,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200105_13%2F1578183436534WBQpy_PNG%2FHoUufGOrWY1FkxQXp18FmcIa.png,28,7,1,2,9.14
187,다왕갈비탕,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191025_209%2F1571981094646NPiMc_JPEG%2F9v9Y-0BrZYZUwvpORz3mjGht.JPG.jpg,50,21,2,5,9.02
188,도미노피자 다대포점,4.49,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190805_211%2F1564973506757fTup4_JPEG%2FU6XIrbRh1-XfDdLB-iTFckTt.jpg,382,40,8,7,9.31
191,기장산꼼장어,4.35,,62,21,3,5,8.91
192,국수나무 부산다대점,4.57,,257,14,8,4,9.15
193,장수촌24시돼지국밥,4.34,,70,8,3,3,8.74
194,고래커피,4.35,,27,3,1,1,8.55
196,속초홍게마을,4.46,,28,36,1,7,9.14
200,다대포생선가게,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170201_224%2F1485931369340nzGeA_JPEG%2F186151557268_1.JPG,231,52,7,8,9.36
201,본동아구찜,4.49,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201104_133%2F1604490935699Rmjdu_JPEG%2F9hD_IlDJftrGenHx9YICnsOJ.jpg,59,6,2,2,8.79
202,석이네초장집,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170120_173%2F1484900791926GIFLr_JPEG%2FuserRegistration_1cbc0a91c70740f195d837c5a1fcde9b_1484829142466.jpg,12,4,0,1,8.51
204,오빠불닭발,4.49,,47,6,2,2,8.79
205,일레븐 비스트로,4.38,,209,240,7,9,9.34
206,조은통닭,4.3,,48,18,2,5,8.84
207,다오리장어구이,4.52,,90,16,4,4,9.02
208,태평양산꼼장어,4.65,,74,24,3,6,9.29
209,불막열삼 몰운대점,4.5,,172,10,6,3,8.96
210,충무김밥,4.62,,35,3,1,1,8.82
212,몰운대힘센산꼼장어장어구이,4.38,,117,40,5,7,9.14
213,육탄전 다대점,4.56,,119,26,5,6,9.24
214,왔다갈비,4.33,,76,37,3,7,9.05
215,우리동네식육식당,4.9,,17,1,0,0,9.0
218,빈스킹토스트 다대점,4.27,,161,19,6,5,8.89
219,피자비토랩 다대점,4.38,,64,22,3,5,8.94
220,카페051 다대포항점,4.49,,309,5,8,2,8.91
222,봄내멸치쌈밥,4.4,,135,44,5,7,9.16
223,고향보리밥,4.37,,35,1,1,0,8.49
225,나베사랑,4.5,,17,56,0,8,9.24
226,정가대박집 다대포직영점,4.42,,189,21,6,5,9.04
227,여보사랑해한우편,4.54,,74,23,3,6,9.18
228,카이커피,4.38,,18,94,0,8,9.12
229,할매집,4.3,,107,8,5,3,8.74
231,통영장어무한리필 다대점,4.3,,139,23,5,6,8.98
232,꼬김스 다대푸르지오점,4.42,,213,2,7,0,8.66
233,대성초장횟집,4.55,,30,10,1,3,8.91
234,장안돼지순대국밥,4.37,,145,7,6,2,8.75
235,찜마을,4.32,,70,3,3,1,8.56
236,냉삼집 다대점,4.55,,163,40,6,7,9.33
237,연탄공장,4.38,,106,21,5,5,8.98
239,장수삼계탕,4.19,,248,40,8,7,9.01
240,멕시카나치킨 다대점,4.33,,15,10,0,4,8.75
241,부산면옥 다대본점,4.29,,77,17,3,5,8.85
242,땅스부대찌개 다대점,4.36,,196,9,7,3,8.84
243,명동김밥칼국수,4.35,,75,1,3,0,8.51
244,더벤티 다대자유점,4.71,,86,3,4,1,8.97
245,다대돌문어,5.0,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190503_87%2F1556872157257Przns_JPEG%2Fmtvzo7lpHerMIR4g1oIYgrvk.jpg,10,4,0,1,9.18
246,다다식당,4.48,,27,11,1,4,8.92
248,상상짬뽕 다대점,4.37,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210111_147%2F1610347102555rJH3Q_JPEG%2FsYWzwiMLpDmpvDAq9IA1nT7L.jpg,128,10,5,4,8.89
250,비빔,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220701_181%2F1656666016472mUfUy_JPEG%2F20180702_104342.jpg,65,1,3,0,8.68
251,한우공장 다대점,4.54,,153,22,6,5,9.16
255,정우장횟집,4.13,,64,11,3,4,8.61
256,킹불라숯불치킨,4.27,,11,11,0,4,8.69
257,닭강정참잘하는집,4.63,,27,3,1,1,8.83
258,부산사하두송지역자활센터하늬마루,4.29,,100,1,4,0,8.47
260,히스피커피,4.78,,187,49,6,7,9.56
262,미소바지락손칼국수,4.37,,142,22,5,5,8.97
263,오후엔치킨 몰운대초교점,4.48,,100,6,4,2,8.82
264,신신당부석쇠구이 다대점,4.54,,41,18,1,5,9.06
265,국제통닭 다대점,4.57,,61,2,2,0,8.71
266,킹프레소 다대점,4.17,,62,2,3,0,8.33
267,투가이즈 치킨앤피자 다대점,4.53,,31,5,1,2,8.81
268,막닭구이 다대점,4.61,,120,24,5,6,9.29
270,노랑통닭 다대점,4.48,,104,3,4,1,8.74
272,송백숯불갈비,4.58,,74,8,3,3,8.98
273,다대꼬김,4.58,,12,1,0,0,8.68
274,산해한정식,3.96,,27,3,1,1,8.16
275,다대씨파크활어회센터,4.18,,47,79,2,8,8.96
276,촌마을쌈밥보쌈,4.46,,87,32,4,6,9.12
277,굳세어라금순아,4.5,,51,14,2,4,8.96
278,호식이두마리치킨 다대점,4.47,,97,4,4,1,8.73
281,투다리 다대1호점,4.75,,19,3,0,1,8.93
283,피자나라치킨공주 부산다대점,4.45,,16,4,0,1,8.63
285,다대포애칼국수,4.3,,168,5,6,2,8.68
286,남해산꼼장어,4.39,,35,6,1,2,8.67
287,에버그린돈까스 다대점,4.44,,278,119,8,9,9.42
288,희희호호 마카롱,4.72,,50,16,2,5,9.26
289,처갓집양념치킨 다대자유점,4.12,,45,1,2,0,8.26
290,스마일꽈배기,4.38,,166,4,6,1,8.68
292,한양족발,4.6,,12,1,0,0,8.7
293,바니테일케이크,4.79,,11,2,0,0,8.89
294,차돌풍 부산다대점,4.38,,214,26,7,6,9.1
295,무성이네전집,4.14,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210315_31%2F1615808175602gETKu_JPEG%2FjxmV12lSQGwe3t4Vgqn_JOSM.jpeg.jpg,19,5,0,2,8.4
297,부산숯불장어 꼼장어,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200206_51%2F1580973522743qTQCU_JPEG%2Fvyw9Cve9XPl5fY7l1dxNiGkD.jpg,41,1,2,0,8.62
298,육회지존 다대포 낫개점,4.55,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201128_156%2F16065532972857vp6b_JPEG%2FNtT8b4_xs0ufyNqNYKzLsQtq.jpg,60,6,2,2,8.85
